customer_id,name,age,gender,country,signup_date,tenure_months,monthly_spend,num_purchases,satisfaction_score,loyalty_tier,churn_risk,last_purchase_days
5701,Frank,34.0,Male,USA,2024-11-12,,240.49,7.0,3.0,Gold,Low,40.0
5702,,26.0,Female,USA,2021-05-22,,288.04,6.0,2.0,Platinum,Low,44.0
5703,Alice,50.0,male,USA,2023-01-04,95.0,364.58,6.0,5.0,Platinum,Low,58.0
5704,Bob,37.0,male,USA,2023-09-08,58.0,227.12,2.0,4.0,Silver,Low,50.0
5705,Alice,30.0,Female,UK,2021-03-27,85.0,233.24,8.0,1.0,Gold,High,62.0
5706,Eve,45.0,Male,USA,2021-11-17,56.0,330.2,5.0,1.0,Silver,High,243.0
5707,Carol,46.0,Male,USA,2021-09-14,111.0,385.21,11.0,5.0,Platinum,Low,26.0
5708,Frank,30.0,Male,France,2022-08-28,34.0,78.27,1.0,5.0,Silver,Low,17.0
5709,Bob,63.0,male,USA,2022-07-18,119.0,384.09,7.0,4.0,Platinum,Low,37.0
5710,Alice,52.0,FEMALE,UK,2020-01-18,31.0,213.44,4.0,3.0,Silver,Low,54.0
5711,Dave,23.0,Male,Australia,2023-08-07,52.0,165.94,5.0,2.0,Silver,Medium,23.0
5712,Carol,35.0,Other,Canada,2022-02-24,89.0,331.62,6.0,2.0,Gold,Low,27.0
5713,Grace,22.0,Female,Germany,2024-11-08,76.0,230.96,5.0,2.0,Gold,Medium,57.0
5714,Grace,64.0,Male,UK,2020-07-16,1.0,174.02,4.0,,Bronze,Medium,51.0
5715,Alice,42.0,Female,USA,2023-03-31,55.0,239.34,4.0,4.0,Silver,Low,40.0
5716,Grace,19.0,male,Canada,2021-02-20,22.0,167.09,,2.0,Bronze,High,106.0
5717,Eve,27.0,Male,Canada,2021-01-18,40.0,180.02,1.0,1.0,Silver,High,265.0
5718,Dave,47.0,male,USA,2020-07-18,101.0,310.27,7.0,1.0,Platinum,Medium,27.0
5719,Alice,62.0,Male,UK,2024-11-04,111.0,419.06,13.0,1.0,Platinum,Medium,25.0
5720,Frank,22.0,Male,France,2022-06-13,1.0,198.41,,5.0,Bronze,Low,40.0
5721,Alice,50.0,Male,USA,2024-03-01,65.0,320.57,8.0,5.0,Gold,Low,25.0
5722,Carol,18.0,male,UK,2022-09-06,63.0,263.55,7.0,3.0,Gold,Low,21.0
5723,Alice,35.0,Female,UK,2022-12-02,106.0,285.12,6.0,2.0,Platinum,Low,59.0
5724,Eve,49.0,Other,Germany,2020-03-22,54.0,277.58,7.0,5.0,Silver,Low,25.0
5725,Frank,64.0,Female,France,2024-04-11,42.0,303.57,9.0,1.0,Silver,High,131.0
5726,Hank,28.0,Female,Germany,2023-08-20,21.0,171.43,3.0,5.0,Bronze,Low,
5727,Frank,38.0,male,UK,2024-05-23,79.0,304.53,9.0,1.0,Gold,High,268.0
5728,Hank,43.0,Female,USA,2023-05-07,81.0,254.55,7.0,2.0,Gold,Medium,
5729,Grace,42.0,male,USA,2023-11-30,22.0,241.37,5.0,3.0,Bronze,Medium,40.0
5730,Carol,39.0,Male,Canada,2023-12-21,38.0,142.61,6.0,4.0,Silver,Low,50.0
5731,Eve,44.0,Female,Germany,2024-01-24,99.0,263.71,5.0,4.0,Platinum,Low,15.0
5732,Dave,30.0,Other,Australia,2022-06-02,109.0,410.28,12.0,1.0,Platinum,Medium,24.0
5733,Eve,50.0,male,UK,2021-04-24,80.0,294.49,6.0,5.0,Gold,Low,49.0
5734,Eve,51.0,Male,Canada,2021-12-28,8.0,251.48,6.0,5.0,Bronze,Low,4.0
5735,Frank,58.0,Female,UK,2020-05-03,62.0,401.91,10.0,,Gold,High,239.0
5736,Alice,52.0,Female,USA,2021-06-11,47.0,160.78,5.0,2.0,Silver,Medium,30.0
5737,Frank,18.0,Female,UK,2024-07-19,17.0,185.81,1.0,1.0,Bronze,High,228.0
5738,Bob,38.0,Male,UK,2021-06-09,17.0,221.95,6.0,2.0,Bronze,High,364.0
5739,Alice,23.0,Male,Australia,2020-02-08,118.0,378.02,9.0,3.0,Platinum,Low,58.0
5740,Dave,-5.0,male,UK,2023-05-07,90.0,260.92,7.0,3.0,Gold,Low,38.0
5741,Eve,34.0,Other,Australia,2020-04-17,13.0,244.06,7.0,1.0,Bronze,High,152.0
5742,Alice,22.0,Female,UK,2020-09-24,17.0,104.53,3.0,3.0,Bronze,Medium,45.0
5743,Dave,48.0,male,USA,2023-10-08,38.0,303.74,4.0,5.0,Silver,Low,39.0
5744,Eve,22.0,Male,USA,2020-11-06,81.0,235.7,4.0,2.0,Gold,Medium,9.0
5745,Alice,55.0,Female,USA,2023-11-14,112.0,421.54,11.0,4.0,Platinum,Low,55.0
5746,Frank,20.0,male,UK,2020-02-09,78.0,229.44,6.0,4.0,Gold,Low,19.0
5747,Bob,40.0,male,USA,2022-02-19,45.0,145.53,2.0,3.0,Silver,Low,52.0
5748,Grace,54.0,Female,UK,2021-08-03,6.0,64.97,3.0,2.0,,High,309.0
5749,Carol,54.0,Other,Australia,2020-05-31,35.0,275.0,6.0,5.0,Silver,Low,47.0
5750,Dave,27.0,Female,Canada,2020-07-05,,282.81,9.0,4.0,Platinum,Low,49.0
5751,Hank,27.0,male,Germany,2021-03-05,14.0,171.91,7.0,5.0,Bronze,Low,37.0
5752,Grace,36.0,Female,USA,2021-04-01,111.0,311.89,8.0,5.0,Platinum,Low,55.0
5753,Grace,34.0,,UK,2022-01-22,72.0,360.9,10.0,4.0,Gold,Low,19.0
5754,Bob,38.0,Male,USA,2023-06-04,61.0,267.03,5.0,4.0,Gold,Low,6.0
5755,Alice,31.0,Female,France,2023-12-22,15.0,143.15,5.0,3.0,Bronze,Medium,12.0
5756,Eve,26.0,Female,USA,2020-07-22,54.0,225.87,6.0,2.0,Silver,Medium,15.0
5757,Dave,63.0,Female,UK,2022-02-17,27.0,258.07,6.0,1.0,Bronze,High,75.0
5758,Hank,,Female,Canada,2020-04-27,13.0,128.15,1.0,2.0,Bronze,High,280.0
5759,Carol,62.0,FEMALE,UK,2023-11-18,,344.63,8.0,1.0,Platinum,Medium,4.0
5760,Dave,30.0,Other,France,2020-08-09,31.0,186.07,2.0,4.0,Silver,Low,37.0
5761,Eve,21.0,Male,USA,2022-06-15,117.0,264.61,8.0,5.0,Platinum,Low,38.0
5762,Grace,18.0,male,UK,2020-03-03,,100.36,5.0,2.0,Silver,High,316.0
5763,Carol,57.0,Male,Germany,2021-01-30,60.0,409.79,12.0,5.0,Silver,Low,49.0
5764,Hank,49.0,Female,UK,2020-01-05,6.0,151.81,9.0,2.0,Bronze,High,
5765,Eve,51.0,male,UK,2023-09-19,69.0,306.85,7.0,2.0,Gold,Medium,8.0
5766,Grace,45.0,Male,USA,2023-08-08,86.0,273.86,8.0,5.0,Gold,Low,51.0
5767,Eve,48.0,male,Germany,2021-05-22,58.0,295.85,5.0,3.0,Silver,Low,52.0
5768,Grace,,Other,Australia,2020-05-24,49.0,134.78,3.0,4.0,Silver,Low,56.0
5769,Alice,,Female,Canada,2022-08-11,23.0,294.52,4.0,3.0,Bronze,Medium,31.0
5770,Grace,43.0,Male,France,2021-10-23,89.0,414.31,11.0,3.0,,Low,21.0
5771,Eve,51.0,Female,UK,2023-03-28,34.0,212.02,5.0,2.0,Silver,High,143.0
5772,Dave,20.0,,USA,2022-02-19,26.0,209.85,1.0,4.0,,Low,45.0
5773,Alice,29.0,,USA,2022-08-16,47.0,188.41,3.0,,Silver,Medium,29.0
5774,Frank,18.0,Female,Canada,2022-08-20,5.0,186.79,8.0,1.0,Bronze,High,349.0
5775,Bob,61.0,Male,UK,2020-01-11,90.0,477.42,13.0,2.0,Gold,Low,
5776,Bob,22.0,Male,Germany,2020-03-09,20.0,134.31,5.0,5.0,Bronze,Low,24.0
5777,Alice,47.0,Other,Canada,2024-09-23,6.0,123.99,3.0,,,High,109.0
5778,Alice,47.0,Male,Australia,2024-06-25,70.0,343.4,8.0,,Gold,High,329.0
5779,Frank,34.0,FEMALE,UK,2022-08-21,59.0,251.72,6.0,2.0,Silver,Medium,23.0
5780,Carol,64.0,Female,UK,2024-04-16,64.0,363.09,10.0,1.0,Gold,High,
5781,Bob,40.0,Female,USA,2020-07-20,114.0,324.01,6.0,4.0,Platinum,Low,34.0
5782,Carol,32.0,Male,UK,2020-09-22,18.0,128.78,5.0,2.0,Bronze,High,307.0
5783,Dave,54.0,FEMALE,France,2020-04-17,4.0,276.02,9.0,1.0,Bronze,High,88.0
5784,Dave,38.0,Male,USA,2022-12-13,17.0,,5.0,4.0,Bronze,Low,22.0
5785,Carol,31.0,Female,Australia,2022-08-08,14.0,91.82,,5.0,Bronze,Low,3.0
5786,Dave,19.0,Female,Australia,2023-09-23,78.0,258.34,5.0,3.0,Gold,Low,54.0
5787,Dave,28.0,Female,Canada,2020-07-08,13.0,177.81,8.0,1.0,Bronze,High,78.0
5788,Grace,56.0,Female,USA,2020-08-26,7.0,212.24,4.0,5.0,Bronze,Low,6.0
5789,Alice,55.0,Female,USA,2022-08-08,44.0,361.99,10.0,4.0,Silver,Low,1.0
5790,Grace,51.0,Male,USA,2020-12-08,119.0,350.59,8.0,5.0,Platinum,Low,22.0
5791,Bob,55.0,Female,USA,2020-10-17,15.0,229.05,5.0,2.0,Bronze,High,174.0
5792,Frank,51.0,Other,UK,2023-09-08,19.0,269.93,5.0,3.0,Bronze,Medium,4.0
5793,Dave,35.0,Female,USA,2020-11-16,63.0,253.34,4.0,1.0,Gold,High,137.0
5794,Carol,47.0,Male,Germany,2024-12-13,107.0,282.28,9.0,4.0,Platinum,Low,52.0
5795,Eve,32.0,Male,UK,2020-02-11,111.0,321.69,6.0,3.0,Platinum,Low,57.0
5796,Grace,44.0,Male,USA,2022-08-12,108.0,323.28,9.0,4.0,Platinum,Low,8.0
5797,Dave,,Male,UK,2023-05-06,35.0,298.35,8.0,5.0,Silver,Low,55.0
5798,Dave,55.0,Female,Australia,2022-06-07,81.0,344.06,10.0,4.0,Gold,Low,37.0
5799,Alice,50.0,Female,Canada,2021-09-24,35.0,257.23,5.0,4.0,Silver,Low,42.0
5800,Hank,41.0,Male,UK,2022-04-25,19.0,149.09,6.0,5.0,Bronze,Low,59.0
5801,Grace,32.0,Female,Germany,2020-10-10,20.0,164.5,4.0,5.0,Bronze,Low,52.0
5802,Dave,47.0,FEMALE,Germany,2022-03-17,100.0,389.51,15.0,3.0,Platinum,Low,19.0
5803,Grace,59.0,FEMALE,France,2020-06-30,,240.67,3.0,1.0,Silver,High,78.0
5804,Carol,34.0,male,USA,2024-06-23,32.0,198.37,10.0,5.0,Silver,Low,1.0
5805,Frank,22.0,Male,France,2022-10-31,48.0,141.18,3.0,3.0,Silver,Low,41.0
5806,Dave,46.0,Male,USA,2022-01-14,44.0,194.81,5.0,4.0,,Low,24.0
5807,Dave,21.0,male,Australia,2021-03-17,104.0,264.76,5.0,4.0,Platinum,Low,48.0
5808,Alice,27.0,Male,USA,2021-09-20,24.0,175.69,1.0,2.0,Bronze,High,279.0
5809,Hank,34.0,Male,Australia,2023-12-18,61.0,343.19,8.0,5.0,Gold,Low,32.0
5810,Grace,27.0,Female,Australia,2024-03-03,17.0,133.73,3.0,3.0,Bronze,Medium,50.0
5811,Grace,34.0,Male,USA,2021-01-22,71.0,,7.0,3.0,Gold,Low,14.0
5812,Carol,37.0,male,Australia,2021-07-29,107.0,259.0,9.0,1.0,Platinum,Medium,17.0
5813,Carol,41.0,Other,USA,2024-09-07,50.0,278.61,7.0,3.0,Silver,Low,32.0
5814,Eve,,Other,USA,2021-03-29,65.0,233.4,6.0,5.0,Gold,Low,33.0
5815,Grace,51.0,male,UK,2024-06-06,99.0,425.92,11.0,3.0,Platinum,Low,30.0
5816,Hank,23.0,,Australia,2022-07-15,32.0,222.58,2.0,2.0,Silver,High,255.0
5817,Carol,19.0,Other,UK,2022-10-22,36.0,178.57,,4.0,Silver,Low,53.0
5818,Eve,30.0,Female,Canada,2022-03-21,13.0,136.0,1.0,4.0,Bronze,Low,47.0
5819,Frank,60.0,Female,Canada,2024-10-18,70.0,345.23,8.0,,Gold,Low,51.0
5820,Bob,60.0,Male,Australia,2023-06-19,,311.45,4.0,3.0,Silver,Low,34.0
5821,Dave,28.0,Other,Germany,2022-03-19,14.0,202.67,4.0,3.0,Bronze,Medium,28.0
5822,Bob,64.0,FEMALE,USA,2022-12-19,37.0,338.81,6.0,3.0,Silver,Low,24.0
5823,Frank,40.0,Male,,2021-01-02,112.0,323.18,9.0,2.0,,Low,56.0
5824,Grace,,Male,USA,2024-10-04,79.0,194.4,6.0,5.0,Gold,Low,14.0
5825,Hank,48.0,Male,Canada,2022-07-30,111.0,427.17,10.0,2.0,Platinum,Low,54.0
5826,Frank,28.0,Female,USA,2020-02-09,68.0,265.09,3.0,2.0,Gold,Medium,34.0
5827,Carol,33.0,Male,USA,2023-08-31,40.0,193.03,4.0,2.0,Silver,Medium,59.0
5828,Frank,25.0,,France,2021-07-10,59.0,240.64,7.0,4.0,Silver,Low,47.0
5829,Grace,21.0,Female,USA,2023-08-14,80.0,236.74,8.0,2.0,Gold,Medium,1.0
5830,Eve,57.0,Female,Canada,2024-07-12,92.0,424.93,14.0,3.0,Platinum,Low,22.0
5831,Dave,21.0,Other,UK,2022-07-05,16.0,40.51,3.0,2.0,Bronze,High,209.0
5832,Hank,42.0,Female,USA,2022-10-17,62.0,249.14,7.0,3.0,Gold,Low,44.0
5833,Grace,20.0,Female,UK,2021-10-04,4.0,195.95,4.0,5.0,Bronze,Low,54.0
5834,Hank,49.0,Other,UK,2021-03-25,45.0,292.66,6.0,4.0,Silver,Low,47.0
5835,Hank,20.0,Other,France,2021-01-29,90.0,333.63,11.0,5.0,Gold,Low,58.0
5836,Dave,44.0,Male,USA,2022-03-02,28.0,162.91,4.0,5.0,Bronze,Low,18.0
5837,Grace,46.0,Male,UK,2024-05-04,96.0,385.61,11.0,4.0,Platinum,Low,47.0
5838,Eve,49.0,Male,Germany,2020-03-28,109.0,411.11,9.0,3.0,Platinum,Low,39.0
5839,Alice,36.0,Female,Germany,2021-06-16,66.0,172.91,2.0,3.0,Gold,Low,12.0
5840,Eve,38.0,Male,Germany,2023-11-12,31.0,195.72,4.0,3.0,Silver,Low,10.0
5841,Dave,22.0,Female,Australia,2022-01-13,3.0,115.17,2.0,4.0,Bronze,Low,2.0
5842,Carol,35.0,male,Germany,2021-01-15,118.0,251.02,7.0,2.0,Platinum,Low,2.0
5843,Hank,45.0,Male,UK,2024-04-27,8.0,183.27,3.0,,Bronze,High,360.0
5844,Alice,59.0,Female,France,2021-03-06,24.0,306.66,8.0,2.0,Bronze,High,207.0
5845,Hank,39.0,Female,UK,2024-04-07,15.0,169.95,7.0,2.0,Bronze,High,238.0
5846,Bob,38.0,Female,USA,2023-05-24,43.0,240.61,3.0,5.0,Silver,Low,28.0
5847,Carol,23.0,,USA,2020-10-03,31.0,177.97,1.0,1.0,Silver,High,211.0
5848,Dave,18.0,male,USA,2020-07-12,73.0,212.89,8.0,3.0,Gold,Low,59.0
5849,Frank,22.0,Male,USA,2024-10-16,103.0,235.24,3.0,2.0,Platinum,Low,42.0
5850,Bob,58.0,Male,USA,2020-06-27,45.0,324.44,7.0,4.0,Silver,Low,3.0
5851,,29.0,Female,USA,2023-03-12,66.0,156.65,5.0,2.0,Gold,Medium,48.0
5852,Frank,43.0,Female,France,2024-04-10,8.0,191.43,5.0,3.0,Bronze,Medium,37.0
5853,Grace,63.0,Male,Australia,2020-08-05,71.0,414.77,10.0,2.0,Gold,Medium,37.0
5854,Alice,51.0,Male,Canada,2024-03-14,108.0,342.63,9.0,5.0,Platinum,Low,42.0
5855,Dave,31.0,Female,France,2022-09-14,115.0,279.13,12.0,5.0,Platinum,Low,25.0
5856,Hank,43.0,Male,USA,2022-12-18,103.0,369.78,13.0,2.0,Platinum,Low,23.0
5857,Carol,62.0,FEMALE,France,2023-10-01,106.0,403.17,9.0,5.0,Platinum,Low,13.0
5858,Bob,44.0,Female,UK,2021-07-10,57.0,304.77,10.0,4.0,Silver,Low,57.0
5859,Dave,26.0,Male,USA,2023-12-13,80.0,249.92,7.0,1.0,Gold,High,254.0
5860,Hank,43.0,Female,USA,2023-06-01,99.0,208.09,5.0,2.0,Platinum,Low,3.0
5861,Dave,64.0,Male,USA,2023-10-05,30.0,346.0,7.0,4.0,Bronze,Low,50.0
5862,Dave,39.0,Female,USA,2022-02-06,74.0,381.5,10.0,4.0,Gold,Low,51.0
5863,Frank,64.0,Female,USA,2024-07-03,102.0,459.2,11.0,4.0,Platinum,Low,38.0
5864,Hank,47.0,Female,,2024-11-20,18.0,41.06,1.0,,Bronze,Medium,59.0
5865,Alice,60.0,Other,,2020-03-17,114.0,423.55,9.0,2.0,Platinum,Low,28.0
5866,Bob,34.0,Male,USA,2024-12-23,69.0,232.16,8.0,2.0,Gold,Medium,26.0
5867,Bob,43.0,FEMALE,Australia,2021-08-21,117.0,300.29,6.0,2.0,Platinum,Low,20.0
5868,Alice,53.0,Other,USA,2024-11-20,93.0,6748.505034526457,7.0,1.0,Platinum,High,319.0
5869,Carol,18.0,Male,USA,2023-05-16,39.0,155.05,5.0,4.0,Silver,Low,1.0
5870,Bob,25.0,Male,Canada,2023-03-28,60.0,240.43,6.0,2.0,Silver,Medium,10.0
5871,Eve,52.0,Male,France,2021-06-07,98.0,355.83,9.0,5.0,Platinum,Low,10.0
5872,Carol,32.0,Male,UK,2023-06-02,43.0,154.46,6.0,3.0,Silver,Low,57.0
5873,Dave,-5.0,Female,France,2023-10-13,45.0,280.67,10.0,1.0,Silver,High,98.0
5874,Hank,39.0,Male,USA,2022-03-23,23.0,164.6,1.0,3.0,Bronze,Medium,1.0
5875,Bob,31.0,FEMALE,USA,2021-01-18,69.0,160.68,4.0,4.0,Gold,Low,32.0
5876,Carol,43.0,Male,USA,2024-04-16,94.0,251.42,3.0,5.0,Platinum,Low,51.0
5877,Bob,45.0,Male,Canada,2024-05-08,6.0,183.45,4.0,4.0,Bronze,Low,32.0
5878,Eve,40.0,Male,UK,2021-05-18,56.0,325.19,8.0,2.0,Silver,Medium,43.0
5879,Frank,31.0,Male,Canada,2024-01-13,110.0,281.22,6.0,3.0,Platinum,Low,27.0
5880,Grace,41.0,male,USA,2020-08-29,108.0,297.13,5.0,5.0,Platinum,Low,13.0
5881,Dave,19.0,Female,Germany,2021-01-03,4.0,53.94,1.0,3.0,Bronze,Medium,17.0
5882,Grace,62.0,Male,USA,2024-07-08,93.0,377.03,11.0,1.0,Platinum,High,60.0
5883,Grace,43.0,male,UK,2024-02-03,23.0,272.46,10.0,5.0,Bronze,Low,25.0
5884,Bob,31.0,male,Canada,2020-10-14,6.0,252.13,2.0,1.0,Bronze,High,309.0
5885,Bob,24.0,Other,,2021-02-02,32.0,184.27,4.0,5.0,Silver,Low,50.0
5886,Frank,20.0,male,USA,2020-04-13,106.0,276.0,8.0,2.0,Platinum,Low,36.0
5887,Hank,,Female,France,2023-08-27,18.0,241.83,6.0,3.0,Bronze,Medium,47.0
5888,Carol,40.0,Female,Germany,2020-05-06,15.0,173.67,2.0,3.0,Bronze,Medium,2.0
5889,Bob,63.0,Female,USA,2020-02-09,40.0,330.46,7.0,4.0,Silver,Low,32.0
5890,Grace,60.0,Male,Australia,2022-12-31,96.0,358.26,10.0,5.0,Platinum,Low,32.0
5891,Bob,64.0,Female,Canada,2024-11-05,73.0,343.39,8.0,5.0,Gold,Low,6.0
5892,Frank,62.0,male,UK,2022-05-31,101.0,386.23,10.0,1.0,Platinum,Medium,54.0
5893,Alice,35.0,Female,USA,2022-08-02,74.0,,6.0,5.0,Gold,Low,31.0
5894,Alice,55.0,FEMALE,UK,2020-09-03,84.0,337.25,7.0,3.0,Gold,Low,59.0
5895,Dave,52.0,Female,USA,2023-06-24,6.0,114.03,4.0,5.0,Bronze,Low,
5896,Frank,32.0,Female,UK,2020-11-07,112.0,341.44,8.0,4.0,Platinum,Low,9.0
5897,Bob,42.0,Female,UK,2020-02-03,63.0,388.09,8.0,4.0,,Low,43.0
5898,Grace,54.0,Female,Germany,2020-05-08,67.0,284.9,12.0,3.0,Gold,Low,57.0
5899,Alice,45.0,Female,USA,2020-01-10,106.0,362.69,9.0,3.0,Platinum,Low,52.0
5900,Eve,27.0,Male,France,2023-04-06,11.0,190.08,1.0,3.0,Bronze,Medium,16.0
5901,Carol,56.0,Male,USA,2024-12-12,43.0,346.51,11.0,5.0,Silver,Low,25.0
5902,Frank,34.0,FEMALE,UK,2023-05-24,17.0,164.28,7.0,5.0,Bronze,Low,40.0
5903,Grace,56.0,Male,Germany,2022-07-30,96.0,271.83,8.0,2.0,Platinum,Low,28.0
5904,Alice,39.0,Female,Canada,2023-12-02,4.0,186.36,6.0,1.0,Bronze,High,307.0
5905,Bob,43.0,Female,USA,2024-11-10,63.0,279.93,11.0,5.0,,Low,31.0
5906,Hank,61.0,Female,UK,2024-03-29,68.0,317.72,6.0,2.0,Gold,Medium,55.0
5907,Dave,42.0,Other,USA,2024-06-13,81.0,290.82,,2.0,Gold,Medium,23.0
5908,Dave,34.0,Other,Canada,2022-07-23,41.0,220.68,9.0,4.0,Silver,Low,31.0
5909,Bob,30.0,FEMALE,USA,2022-11-07,83.0,282.59,11.0,5.0,Gold,Low,26.0
5910,,37.0,Female,Germany,2020-12-05,5.0,184.49,4.0,,Bronze,High,333.0
5911,Hank,42.0,Female,Canada,2021-11-11,32.0,213.12,9.0,4.0,Silver,Low,39.0
5912,Alice,21.0,male,USA,2024-05-10,86.0,261.21,8.0,1.0,Gold,High,182.0
5913,Eve,27.0,FEMALE,USA,2024-08-26,70.0,221.75,9.0,4.0,Gold,Low,59.0
5914,Hank,20.0,,USA,2024-08-14,35.0,194.6,6.0,1.0,Silver,High,223.0
5915,Dave,58.0,,UK,2023-01-18,22.0,225.63,6.0,3.0,Bronze,Medium,43.0
5916,Dave,62.0,Male,UK,2023-08-01,65.0,337.15,13.0,3.0,Gold,Low,58.0
5917,Carol,35.0,Male,UK,2021-06-17,84.0,199.81,4.0,4.0,Gold,Low,58.0
5918,Alice,64.0,male,Germany,2023-07-14,22.0,256.5,10.0,3.0,Bronze,Medium,53.0
5919,Grace,53.0,male,USA,2022-03-19,112.0,405.37,14.0,5.0,Platinum,Low,53.0
5920,Dave,64.0,Other,Australia,2021-03-08,119.0,368.81,12.0,4.0,Platinum,Low,15.0
5921,Eve,39.0,Male,USA,2022-01-27,11.0,167.49,4.0,2.0,Bronze,High,230.0
5922,Bob,51.0,Female,USA,2021-10-12,77.0,198.25,5.0,5.0,Gold,Low,38.0
5923,Grace,64.0,Male,Canada,2022-12-11,106.0,332.6,6.0,4.0,Platinum,Low,23.0
5924,Grace,25.0,Female,Germany,2022-12-26,3.0,74.18,1.0,1.0,Bronze,High,205.0
5925,Eve,57.0,Female,UK,2021-08-19,9.0,239.59,7.0,3.0,Bronze,Medium,41.0
5926,Hank,61.0,FEMALE,Germany,2020-09-06,60.0,339.67,6.0,3.0,Silver,Low,43.0
5927,Alice,36.0,Male,France,2023-09-16,76.0,269.2,6.0,3.0,Gold,Low,25.0
5928,Grace,59.0,Female,Germany,2022-06-22,87.0,338.37,12.0,4.0,Gold,Low,30.0
5929,Eve,58.0,Female,USA,2021-02-18,14.0,226.04,5.0,5.0,Bronze,Low,55.0
5930,Bob,54.0,Female,France,2023-02-20,97.0,393.3,12.0,1.0,Platinum,Medium,26.0
5931,Bob,23.0,Female,Germany,2023-05-10,18.0,156.64,5.0,3.0,Bronze,Medium,3.0
5932,Carol,43.0,FEMALE,Canada,2020-01-06,113.0,331.8,8.0,5.0,Platinum,Low,52.0
5933,Grace,51.0,Male,Germany,2022-04-28,105.0,425.16,10.0,2.0,Platinum,Low,4.0
5934,Grace,62.0,Male,Australia,2024-02-18,73.0,443.0,11.0,2.0,Gold,Medium,55.0
5935,Frank,23.0,Other,UK,2023-05-07,23.0,91.21,1.0,1.0,Bronze,High,171.0
5936,Alice,54.0,Female,USA,2024-10-25,74.0,349.13,11.0,3.0,Gold,Low,18.0
5937,Hank,50.0,Male,UK,2020-01-13,83.0,478.99,12.0,2.0,Gold,Medium,59.0
5938,Carol,39.0,Female,USA,2020-01-06,47.0,251.51,8.0,5.0,Silver,Low,37.0
5939,Eve,38.0,Female,USA,2023-12-05,69.0,273.27,8.0,5.0,Gold,Low,11.0
5940,Grace,23.0,Male,Canada,2023-02-18,47.0,186.71,4.0,2.0,Silver,Medium,11.0
5941,Bob,23.0,Male,USA,2024-04-29,116.0,317.51,,3.0,Platinum,Low,36.0
5942,Frank,21.0,male,Canada,2023-10-17,87.0,281.24,7.0,1.0,Gold,High,79.0
5943,Alice,47.0,Female,France,2021-06-21,30.0,173.76,7.0,3.0,Bronze,Low,58.0
5944,Alice,28.0,Male,UK,2020-01-04,25.0,170.18,4.0,4.0,Bronze,Low,43.0
5945,Frank,47.0,Male,France,2024-12-17,28.0,119.53,4.0,2.0,Bronze,High,296.0
5946,Bob,48.0,,USA,2020-10-10,98.0,330.53,6.0,4.0,Platinum,Low,1.0
5947,Dave,41.0,Male,France,2021-12-22,109.0,291.37,7.0,2.0,Platinum,Low,26.0
5948,Bob,26.0,male,France,2022-10-12,112.0,312.96,11.0,1.0,Platinum,Medium,45.0
5949,Dave,20.0,Female,USA,2024-12-28,111.0,193.68,6.0,3.0,Platinum,Low,30.0
5950,Alice,48.0,Female,USA,2023-10-14,25.0,205.88,3.0,3.0,Bronze,Low,51.0
5951,Frank,57.0,FEMALE,USA,2021-11-23,74.0,380.33,8.0,2.0,Gold,Medium,6.0
5952,Alice,54.0,Female,,2024-11-23,78.0,295.18,6.0,5.0,Gold,Low,27.0
5953,Grace,,Male,France,2023-07-29,106.0,272.75,9.0,4.0,Platinum,Low,52.0
5954,Frank,41.0,Female,USA,2021-10-18,110.0,350.88,11.0,3.0,Platinum,Low,19.0
5955,Dave,48.0,Female,Canada,2022-08-09,,251.67,1.0,3.0,Silver,Low,38.0
5956,Grace,23.0,Male,USA,2021-09-19,94.0,250.71,6.0,2.0,Platinum,Low,45.0
5957,Bob,19.0,Male,UK,2023-10-04,119.0,9663.232358828835,7.0,5.0,Platinum,Low,43.0
5958,Carol,37.0,Female,Australia,2022-09-06,41.0,321.22,6.0,4.0,Silver,Low,
5959,Bob,45.0,Male,USA,2022-11-19,25.0,144.6,,5.0,Bronze,Low,39.0
5960,Carol,28.0,Other,Australia,2024-11-12,78.0,392.67,12.0,5.0,Gold,Low,44.0
5961,,21.0,Female,France,2024-03-20,99.0,241.97,7.0,2.0,Platinum,Low,32.0
5962,Bob,32.0,Female,Australia,2021-01-08,116.0,329.17,7.0,5.0,Platinum,Low,48.0
5963,Grace,23.0,Female,USA,2024-12-02,48.0,162.26,4.0,4.0,Silver,Low,1.0
5964,Frank,47.0,Female,USA,2024-06-29,98.0,307.17,7.0,1.0,Platinum,Medium,25.0
5965,Alice,55.0,Male,USA,2023-02-21,10.0,190.76,5.0,1.0,Bronze,High,206.0
5966,Hank,19.0,Male,Germany,2024-01-09,99.0,285.56,4.0,4.0,Platinum,Low,13.0
5967,Hank,32.0,Male,Canada,2022-10-07,75.0,187.96,3.0,2.0,Gold,Medium,10.0
5968,Hank,28.0,Male,USA,2023-11-18,11.0,168.71,6.0,3.0,Bronze,Medium,18.0
5969,Dave,25.0,Female,Germany,2021-10-11,85.0,143.28,,2.0,Gold,Low,36.0
5970,Bob,43.0,Other,USA,2024-06-29,21.0,224.18,4.0,4.0,Bronze,Low,22.0
5971,Dave,62.0,Female,USA,2021-12-25,86.0,407.46,9.0,5.0,Gold,Low,6.0
5972,Eve,61.0,FEMALE,UK,2022-03-22,45.0,236.77,,1.0,Silver,High,
